Year model,Car Spec,Kilometres,Price,Transmission,Body type,Drive type,Fuel type,Fuel consumption per 100km,Colour ext,VIN,Dealer,Address,Seating capacity,Doors,CC,Number of cylinders,Fuel tank capacity,Valve gear type,Peak torque (Nm),Horsepower,Kerb weight,Make,Model,Variant,Lat,Lon
2014,2014 Holden Caprice V WN MY15,192000,22990,Automatic,Sedan,Rear Wheel Drive,Premium Unleaded Petrol,11.7,Black,6G1NP5E29EL985067,Motor Mall WA,"41 Buckingham Drive, Wangara, WA",5,4,5967,8,73,16,530,363,1928,Holden,Caprice,V,-31.78645,115.81995
2015,2015 Hyundai I30 Active X GD3 Series 2,58903,19878,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,7.1,Red,KMHD351EMGU320928,Youngs WA,"529 Albany Highway, Victoria Park, WA",5,5,1797,4,50,16,175,144,1270,Hyundai,I30,Active X,-31.978105,115.89843
2008,2008 Honda Accord Euro Luxury Navi 10,164543,12990,Automatic,Sedan,Front Wheel Drive,Premium Unleaded Petrol,8.9,Silver,JHMCU26809C220566,Prestige Honda,"176 Leach Highway, Myaree, WA",5,4,2354,4,65,16,230,199,1605,Honda,Accord Euro,Luxury Navi,-32.0461858,115.8128504
2013,2013 Mitsubishi Outlander LS (4X2) ZJ,130106,18984,Continuous Variable,Suv,Front Wheel Drive,Unleaded Petrol,6.6,White,JMFXTGF7WDZ000885,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,1998,4,63,16,190,148,1385,Mitsubishi,Outlander,LS (4X2),-31.99962,115.9236
2009,2009 Nissan X-Trail ST (4X4) T31,195682,10888,Automatic,Suv,Four Wheel Drive,Unleaded Petrol,9.3,Silver,JN1TANT31A0012531,Wangara Motors,"25 Prindiville Drive, Wangara, WA",5,4,2488,4,65,16,226,168,1525,Nissan,X-Trail,ST (4X4),-31.79038,115.81869
2013,2013 Nissan Pulsar ST B17,128550,12990,Manual,Sedan,Front Wheel Drive,Unleaded Petrol,7.2,White,MNTBAAB17A0010075,Scarboro Toyota,"297 Scarborough Beach Road, Osborne Park, WA",5,4,1798,4,52,16,174,129,1230,Nissan,Pulsar,ST,-31.91454,115.824791
2009,2009 Ford Falcon XR6 FG,218440,10888,Automatic,Sedan,Rear Wheel Drive,Unleaded Petrol,10.5,Silver,6FPAAAJGSW9E87352,My Ride Now,"3/7 Bessemer Way, Wangara, WA",5,4,3984,6,68,24,391,262,1728,Ford,Falcon,XR6,-31.7969108,115.8212101
2018,2018 Mazda 3 SP25 GT BN MY17,77664,24590,Manual,Hatch,Front Wheel Drive,Unleaded Petrol,6.5,Blue,JM0BN543610226181,Motor Mall WA,"41 Buckingham Drive, Wangara, WA",5,5,2488,4,51,16,250,186,1357,Mazda,3,SP25 GT,-31.78645,115.81995
2009,2009 Mazda CX-9 Luxury,200047,14899,Automatic,Suv,Four Wheel Drive,Unleaded Petrol,13.0,Other,JM0TB10A3A0200724,Daley Motors WA,"217 Railway Avenue, Kelmscott, WA",7,4,3726,6,76,24,366,274,2080,Mazda,CX-9,Luxury,-32.13237,116.0101
2016,2016 Holden Barina CDX TM MY16,164725,10888,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,6.4,White,KL3TA48E9GB657940,Wangara Motors,"25 Prindiville Drive, Wangara, WA",5,5,1598,4,46,16,155,114,1256,Holden,Barina,CDX,-31.79038,115.81869
2019,2019 Subaru Forester 2.5I-L (awd) MY19,56548,35999,Continuous Variable,Suv,All Wheel Drive,Unleaded Petrol,7.4,Silver,JF2SK9KL5KG019860,John Hughes Used Cars Welshpool,"170 Welshpool Road, Welshpool, WA",5,4,2498,4,63,16,239,183,1563,Subaru,Forester,2.5I-L (awd),-31.995227,115.938215
2011,2011 Holden Cruze CD JH,140874,8990,Manual,Sedan,Front Wheel Drive,Unleaded Petrol,6.4,Grey,6G1PD5E89BL550342,R & K Wholesale,"37 Rockingham Road, Hamilton Hill, WA",5,4,1364,4,60,16,200,139,1402,Holden,Cruze,CD,-32.08184,115.7682
2015,2015 Nissan Navara ST (4X4) NP300 D23,176093,31921,Manual,Ute tray,Four Wheel Drive,Diesel,6.5,Silver,MNTCB4D23A0001720,Next Ride,"464 Canning Highway, Como, WA",5,4,2298,4,80,16,450,188,1865,Nissan,Navara,ST (4X4),-32.00604,115.8597
2015,2015 Holden Cruze Equipe JH MY15,169752,11888,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,7.4,Black,6G1PD6EM1FL145424,My Ride Now,"3/7 Bessemer Way, Wangara, WA",5,5,1796,4,60,16,176,140,1402,Holden,Cruze,Equipe,-31.7969108,115.8212101
2013,2013 Kia Optima Platinum TF MY13,102309,17965,Automatic,Sedan,Front Wheel Drive,Unleaded Petrol,7.9,Black,KNAGN417MD5433371,Melville Nissan & Suzuki,"532 Canning Highway, Attadale, WA",5,4,2359,4,70,16,250,199,1475,Kia,Optima,Platinum,-32.031418,115.809983
2019,2019 Suzuki Vitara 1.6L LY,95324,24990,Automatic,Suv,Front Wheel Drive,Unleaded Petrol,6.2,Grey,TSMLYD21S00678584,Motoroo,"1787 Albany Highway, Kenwick, WA",5,4,1586,4,47,16,156,116,1120,Suzuki,Vitara,1.6L,-32.04529,115.97387
2016,2016 Ford Ranger XL 2.2 (4X4) PX Mkii,225000,21990,Manual,Ute tray,Four Wheel Drive,Diesel,6.9,White,MNAUMAF80GW626026,Value My Car,"133 Welshpool Road, Welshpool, WA",3,2,2198,4,80,16,385,159,1762,Ford,Ranger,XL 2.2 (4X4),-31.995224,115.932444
2020,2020 Hyundai I30 Active PD2 MY20,56163,24999,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,7.4,White,KMHH351EMLU131927,John Hughes Used Cars Wangara,"8/10 Prindiville Drive, Wangara, WA",5,4,1999,4,50,16,203,161,1276,Hyundai,I30,Active,-31.79166,115.81549
2013,2013 Mitsubishi Outlander LS (4X4) ZJ,68847,21992,Continuous Variable,Suv,All Wheel Drive,Unleaded Petrol,7.5,Silver,JMFXTGF8WDZ000105,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",7,4,2360,4,60,16,220,167,1492,Mitsubishi,Outlander,LS (4X4),-31.99962,115.9236
2022,2022 Suzuki Swift GLX Turbo AZ Series II MY22,2140,29988,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,5.1,Black,JSAAZC13S00402344,Gardner Suzuki,"1308 Albany Highway, Cannington, WA",5,5,998,3,37,12,160,110,945,Suzuki,Swift,GLX Turbo,-32.015497,115.931154
2022,2022 Mitsubishi Pajero Sport GLX (4WD) 5 Seat QF MY22,13644,50888,Automatic,Suv,Four Wheel Drive,Diesel,8.0,Grey,MMAGUKS10NH000898,Parkland Mazda,"1287 Albany Highway, Cannington, WA",5,4,2442,4,68,16,430,179,2045,Mitsubishi,Pajero Sport,GLX (4WD) 5 Seat,-32.0141528,115.9274436
2013,2013 Jeep Grand Cherokee Limited (4X4) WK MY14,213774,17999,Automatic,Suv,Four Wheel Drive,Diesel,7.5,Grey,1C4RJFFM8EC165141,The Car Guys,"1143 Albany Highway, Bentley, WA",5,4,2987,6,93,24,550,238,2191,Jeep,Grand Cherokee,Limited (4X4),-32.00236,115.91905
2016,2016 Volkswagen Golf 92 TSI Trendline AU MY16,83815,19890,Automatic,Hatch,Front Wheel Drive,Premium Unleaded Petrol,5.4,White,WVWZZZAUZGW246452,Perth Premium Cars,"79 Hector Street West, Osborne Park, WA",5,5,1395,4,50,16,200,124,1233,Volkswagen,Golf,92 TSI Trendline,-31.901487,115.81711
2017,2017 Toyota RAV4 GXL (4X4) ASA44R MY17,60602,37488,Automatic,Suv,All Wheel Drive,Unleaded Petrol,8.5,Blue,JTMRFREV50J160254,Parkland Mazda,"1287 Albany Highway, Cannington, WA",5,4,2494,4,60,16,233,178,1630,Toyota,RAV4,GXL (4X4),-32.0141528,115.9274436
2006,2006 Nissan Patrol ST (4X4) GU IV,304268,18899,Automatic,Suv,Four Wheel Drive,Diesel,10.9,Silver,JN1TESY61A0386945,Daley Motors WA,"217 Railway Avenue, Kelmscott, WA",7,4,2953,4,125,16,354,159,2450,Nissan,Patrol,ST (4X4),-32.13237,116.0101
2014,2014 Kia Grand Carnival S VQ MY14,162265,17990,Automatic,Wagon,Front Wheel Drive,Unleaded Petrol,10.9,Blue,KNAMG817ME6572042,Motor Mall WA,"41 Buckingham Drive, Wangara, WA",8,4,3470,6,80,24,336,271,1990,Kia,Grand Carnival,S,-31.78645,115.81995
2018,2018 Nissan X-Trail ST-L (2WD) T32 Series 2,26103,33999,Continuous Variable,Suv,Front Wheel Drive,Unleaded Petrol,7.9,Grey,JN1TBAT32A0053969,John Hughes Used Cars Welshpool,"170 Welshpool Road, Welshpool, WA",5,4,2488,4,60,16,226,169,1493,Nissan,X-Trail,ST-L (2WD),-31.995227,115.938215
2011,2011 Jeep Grand Cherokee Laredo (4X4) WK,110628,21455,Automatic,Suv,All Wheel Drive,Premium Unleaded Petrol,11.4,Grey,1J4R24GG9BC666054,Wanneroo Mazda,"6/10 Pembroke Road, Wangara, WA",5,4,3604,6,93,24,347,282,2191,Jeep,Grand Cherokee,Laredo (4X4),-31.7976992,115.8175131
2015,2015 Mercedes-Benz Vito 113CDI SWB MY14,261738,16999,Manual,Commercial,Rear Wheel Drive,Diesel,7.4,White,WDF63960123909761,Wangara Used Car Centre,"7 Pembroke Road, Wangara, WA",2,4,2143,4,75,16,310,135,1660,Mercedes-Benz,Vito,113CDI SWB,-31.797369,115.818506
2017,2017 Subaru Forester 2.5I-L MY17,70997,29888,Continuous Variable,Suv,All Wheel Drive,Unleaded Petrol,8.1,Red,JF2SJ9KC5GG081927,City Toyota Perth,"220 Newcastle Street, Northbridge, WA",5,4,2498,4,60,16,235,169,1530,Subaru,Forester,2.5I-L,-31.9432313,115.8544195
2011,2011 Subaru Outback 2.5I MY12,139637,16480,Continuous Variable,Suv,All Wheel Drive,Premium Unleaded Petrol,8.4,White,JF2BR9K95BG025552,Perth City Subaru,"165 Albany Highway, Victoria Park, WA",5,4,2457,4,65,16,229,165,1505,Subaru,Outback,2.5I,-31.9704221,115.89155790526316
2012,2012 BMW X3 Xdrive 20D F25,83937,25998,Automatic,Suv,Four Wheel Drive,Diesel,5.6,Black,WBAWY32090L686424,Gardner Passenger,"1324 Albany Highway, Cannington, WA",5,4,1995,4,67,16,380,182,1725,BMW,X3,Xdrive 20D,-32.0166894,115.9322155
2021,2021 Mitsubishi ASX ES (2WD) XD MY21,92167,24998,Continuous Variable,Suv,Front Wheel Drive,Unleaded Petrol,7.6,White,JMFXTGA2WMU010075,easyauto123 (Cannington),"1261 Albany Highway, Cannington, WA",5,4,1999,4,63,16,197,148,1380,Mitsubishi,ASX,ES (2WD),-32.012637,115.926416
2014,2014 Volkswagen Golf GTI AU MY15,74517,29382,Manual,Hatch,Front Wheel Drive,Premium Unleaded Petrol,6.6,Silver,WVWZZZAUZFW175637,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,5,1984,4,50,16,350,218,1324,Volkswagen,Golf,GTI,-31.99962,115.9236
2017,2017 Mazda CX-5 Maxx (4X2) MY17,99297,27488,Automatic,Suv,Front Wheel Drive,Unleaded Petrol,6.4,Blue,JM0KE107200421074,Parkland Mazda,"1287 Albany Highway, Cannington, WA",5,4,1997,4,56,16,200,153,1475,Mazda,CX-5,Maxx (4X2),-32.0141528,115.9274436
2013,2013 Mercedes-Benz A200 BE 176,115829,21888,Automatic,Hatch,Front Wheel Drive,Premium Unleaded Petrol,6.1,Blue,WDD1760432J058173,Parkland Mazda,"1287 Albany Highway, Cannington, WA",5,5,1595,4,50,16,250,155,1395,Mercedes-Benz,A200,BE,-32.0141528,115.9274436
2013,2013 Honda CR-V VTI (4X4) 30,150214,16989,Automatic,Suv,Four Wheel Drive,Unleaded Petrol,8.7,Blue,MRHRM4850DP010989,My Auto Wholesale,"32 Clayton Street, Bellevue, WA",5,4,2354,4,58,16,222,188,1580,Honda,CR-V,VTI (4X4),-31.899167,116.0210053
2022,2022 Suzuki Swift Sport Turbo AZ Series II MY22,6509,32488,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,6.1,Blue,JSAAZC33S00404304,Gardner Suzuki,"1308 Albany Highway, Cannington, WA",5,5,1373,4,37,16,230,139,990,Suzuki,Swift,Sport Turbo,-32.015497,115.931154
2016,2016 Toyota Yaris Ascent NCP130R MY15,112450,17888,Manual,Hatch,Front Wheel Drive,Unleaded Petrol,5.7,Other,JTDKW3D3X0D577009,Scarboro Toyota,"297 Scarborough Beach Road, Osborne Park, WA",5,5,1299,4,42,16,121,85,1035,Toyota,Yaris,Ascent,-31.91454,115.824791
2012,2012 Volkswagen Tiguan 132 TSI Pacific 5NC MY12,137790,14970,Automatic,Suv,All Wheel Drive,Premium Unleaded Petrol,8.8,Blue,WVGZZZ5NZCW066800,Wanneroo Mazda,"6/10 Pembroke Road, Wangara, WA",5,4,1984,4,64,16,280,178,1626,Volkswagen,Tiguan,132 TSI Pacific,-31.7976992,115.8175131
2022,2022 Suzuki Jimny Lite GJ MY22,2202,37990,Manual,Suv,All Wheel Drive,Unleaded Petrol,6.4,Other,JSAGJB74V00176718,Gardner Suzuki,"1308 Albany Highway, Cannington, WA",4,2,1462,4,40,16,130,101,1095,Suzuki,Jimny,Lite,-32.015497,115.931154
2005,2005 Mitsubishi Triton GLX (4X4) MK MY05,209739,6990,Manual,Ute tray,Four Wheel Drive,Unleaded Petrol,13.5,White,MMB0NK7606D022346,Uppill Place Car Disposal Centre,"77 Buckingham Drive, Wangara, WA",3,2,2972,6,75,24,255,179,1465,Mitsubishi,Triton,GLX (4X4),-31.78773,115.82755
2015,2015 Kia Sorento SI (4X4) UM,120821,23999,Automatic,Suv,All Wheel Drive,Diesel,7.8,White,KNAPH81BSF5090319,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",7,4,2199,4,71,16,441,198,1985,Kia,Sorento,SI (4X4),-31.99962,115.9236
2012,2012 Jeep Grand Cherokee Limited (4X4) WK MY12,178393,22999,Automatic,Suv,All Wheel Drive,Diesel,8.3,Black,1C4RJFFM2CC356146,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2987,6,93,24,550,238,2191,Jeep,Grand Cherokee,Limited (4X4),-31.99962,115.9236
2022,2022 Toyota Camry Ascent + SAT NAV Axva70R,98,39990,Automatic,Sedan,Front Wheel Drive,Premium Unleaded Petrol,6.8,Grey,JTNB13HK003196142,Wangara MG Used,"20 Motor Parade, Wangara, WA",5,4,2487,4,60,16,243,204,1490,Toyota,Camry,Ascent + SAT NAV,-31.794136,115.816569
2013,2013 Hyundai Santa FE Active Crdi (4X4) DM,182238,18990,Automatic,Suv,All Wheel Drive,Diesel,7.3,Silver,KMHST81XSDU109401,BUCKINGHAM DRIVE AUTOS,"24 Buckingham Drive, Wangara, WA",7,4,2199,4,64,16,435,195,1830,Hyundai,Santa FE,Active Crdi (4X4),-31.78741,115.81759
2019,2019 Hyundai I30 GO PD MY19,68719,23568,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,7.4,White,KMHH351EMKU114589,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,1999,4,50,16,203,161,1276,Hyundai,I30,GO,-31.99962,115.9236
2007,2007 Toyota Aurion Prodigy GSV40R,280690,7888,Automatic,Sedan,Front Wheel Drive,Unleaded Petrol,9.9,Blue,6T153KK400X286037,Melville Hyundai Used,"170 Leach Highway, Myaree, WA",5,4,3456,6,70,24,336,269,1610,Toyota,Aurion,Prodigy,-32.046244,115.810445
2022,2022 Mazda 6 Touring 600S,13804,40888,Automatic,Sedan,Front Wheel Drive,Unleaded Petrol,7.0,Blue,JM0GL103300468283,Parkland Mazda,"1287 Albany Highway, Cannington, WA",5,4,2488,4,62,16,252,188,1537,Mazda,6,Touring,-32.0141528,115.9274436
2012,2012 Nissan Navara ST-X 550 (4X4) D40 MY12,222000,23990,Automatic,Ute tray,Four Wheel Drive,Diesel,9.5,Red,VSKCAND40A0477336,Value My Car,"133 Welshpool Road, Welshpool, WA",5,4,2991,6,80,24,550,228,1920,Nissan,Navara,ST-X 550 (4X4),-31.995224,115.932444
2020,2020 Toyota Corolla Ascent Sport (hybrid) ZWE211R,63543,33888,Continuous Variable,Hatch,Front Wheel Drive,Other,4.2,Black,JTNK93BE903019651,City Toyota Perth,"220 Newcastle Street, Northbridge, WA",5,5,1798,4,50,16,142,97,1340,Toyota,Corolla,Ascent Sport (hybrid),-31.9432313,115.8544195
2016,2016 Kia Sportage GT-Line (awd) QL MY17,107925,26999,Automatic,Suv,All Wheel Drive,Diesel,6.8,Silver,KNAPR813SG7194448,Town of Cars,"4 Christian Court, Bayswater, WA",5,4,1995,4,62,16,400,183,1590,Kia,Sportage,GT-Line (awd),-31.90887,115.91621
2015,2015 BMW 320I Sport Line F30 MY15,66724,34999,Automatic,Sedan,Rear Wheel Drive,Premium Unleaded Petrol,6.0,White,WBA3A56060NT23449,John Hughes Used Cars Welshpool,"170 Welshpool Road, Welshpool, WA",5,4,1997,4,60,16,270,182,1455,BMW,320I,Sport Line,-31.995227,115.938215
2021,2021 Lexus UX200 Luxury +EP1 Mzaa10R,21997,49999,Other,Suv,Front Wheel Drive,Unleaded Petrol,5.8,Silver,JTHY35BH602043965,Lexus of Perth Used,"359 Scarborough Beach Road, Osborne Park, WA",5,4,1987,4,47,16,205,169,1490,Lexus,UX200,Luxury +EP1,-31.91393,115.81783
2016,2016 Kia Cerato S (AV) YD MY17,135094,17870,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,7.1,Black,KNAFK517MH5628285,Wanneroo Mazda,"6/10 Pembroke Road, Wangara, WA",5,5,1999,4,50,16,192,151,1332,Kia,Cerato,S (AV),-31.7976992,115.8175131
2015,2015 Hyundai I40 Active Tourer VF4 Series II,146356,17968,Automatic,Wagon,Front Wheel Drive,Unleaded Petrol,7.5,Grey,KMHLB81DMGU112299,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,1999,4,70,16,203,163,1545,Hyundai,I40,Active Tourer,-31.99962,115.9236
2021,2021 Toyota Corolla Ascent Sport Hybrid ZWE211R,20160,34888,Continuous Variable,Hatch,Front Wheel Drive,Other,4.2,Blue,JTNK93BE903036613,City Toyota Perth,"220 Newcastle Street, Northbridge, WA",5,5,1798,4,50,16,142,97,1340,Toyota,Corolla,Ascent Sport Hybrid,-31.9432313,115.8544195
2021,2021 Subaru Forester 2.5I (awd) MY21,55189,34998,Continuous Variable,Suv,All Wheel Drive,Unleaded Petrol,7.4,Blue,JF2SK9KL5MG061600,Gardner Commercials,"1308 Albany Highway, Cannington, WA",5,4,2498,4,63,16,239,183,1521,Subaru,Forester,2.5I (awd),-32.015497,115.931154
2017,2017 Hyundai I30 Active PD,77462,21982,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,7.4,Silver,KMHH351EMJU040773,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,1999,4,50,16,203,161,1276,Hyundai,I30,Active,-31.99962,115.9236
2015,2015 Subaru Outback 2.5I MY15,167708,20990,Continuous Variable,Suv,All Wheel Drive,Premium Unleaded Petrol,7.3,Silver,JF2BS9KC2FG011248,Galleria Toyota,"70-84 Collier Road, Morley, WA",5,4,2498,4,60,16,235,173,1557,Subaru,Outback,2.5I,-31.900748,115.903642
2016,2016 Lexus NX200T Sports Luxury (awd) AGZ15R,92119,42889,Automatic,Suv,All Wheel Drive,Premium Unleaded Petrol,7.9,White,JTJBARBZ802059692,AutoTribe,"545 Newcastle Street, West Perth, WA",5,4,1998,4,60,16,350,235,1860,Lexus,NX200T,Sports Luxury (awd),-31.94074,115.84835
2010,2010 Honda Accord VTI Luxury 50 MY10,70854,16982,Automatic,Sedan,Front Wheel Drive,Unleaded Petrol,8.8,Grey,MRHCP2640AP050377,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2354,4,70,16,222,179,1565,Honda,Accord,VTI Luxury,-31.99962,115.9236
2013,2013 Suzuki Swift GL FZ,125147,14990,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,6.2,Other,JSAFZC82S00135179,Scarboro Toyota,"297 Scarborough Beach Road, Osborne Park, WA",5,5,1372,4,42,16,130,94,1045,Suzuki,Swift,GL,-31.91454,115.824791
2014,2014 Mini Countryman Cooper S R60 MY13,77426,29990,Automatic,Suv,Front Wheel Drive,Premium Unleaded Petrol,7.5,White,WMWZC32050WR78971,Westcoast BMW,"17 Luisini Road, Wangara, WA",4,4,1598,4,47,16,240,182,1335,Mini,Countryman,Cooper S,-31.79572,115.82939
2018,2018 Hyundai I30 Active PD2 Update,62601,21987,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,7.4,White,KMHH351EMJU063626,Wanneroo Mitsubishi,"6 Lancaster Road, Wangara, WA",5,4,1999,4,50,16,203,161,1276,Hyundai,I30,Active,-31.79716,115.81643
2018,2018 Ford Ranger XL 2.2 HI-Rider (4X2) PX Mkiii MY19,165723,24980,Automatic,Ute tray,Rear Wheel Drive,Diesel,7.8,White,MPBUMFF80JX180130,Webb Auto Sales,"76 Division Street, Welshpool, WA",5,4,2198,4,80,16,385,159,1970,Ford,Ranger,XL 2.2 HI-Rider (4X2),-31.987188,115.935923
2018,2018 Ford Ranger XL 3.2 (4X4) PX Mkii MY18,240204,31795,Automatic,Ute tray,Four Wheel Drive,Diesel,8.7,White,MNAUM1F50JW810679,Kenwick Vehicle Wholesalers,"1751 Albany Highway, Kenwick, WA",4,4,3198,5,80,20,470,198,1928,Ford,Ranger,XL 3.2 (4X4),-32.041921,115.971533
2015,2015 Ford Kuga Ambiente (fwd) TF MK 2,109044,18990,Automatic,Suv,Front Wheel Drive,Premium Unleaded Petrol,7.2,White,WF0AXXWPMAFJ74184,Range Ford,"1888 Albany Highway, Maddington, WA",5,4,1499,4,60,16,240,180,1595,Ford,Kuga,Ambiente (fwd),-32.054412,115.987817
2015,2015 Subaru Outback 2.5I Premium MY15,91512,27989,Continuous Variable,Suv,All Wheel Drive,Premium Unleaded Petrol,7.3,Grey,JF2BS9KC2FG015072,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2498,4,60,16,235,173,1588,Subaru,Outback,2.5I Premium,-31.99962,115.9236
2018,2018 Mitsubishi Outlander LS 7 Seat (2WD) ZL MY19,127206,26568,Continuous Variable,Suv,Front Wheel Drive,Unleaded Petrol,6.8,White,JMFXTGF8WKZ000478,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",7,4,2360,4,63,16,220,167,1410,Mitsubishi,Outlander,LS 7 Seat (2WD),-31.99962,115.9236
2013,2013 Mazda CX-5 Maxx Sport (4X2) MY13,146700,18760,Automatic,Suv,Front Wheel Drive,Unleaded Petrol,6.4,Blue,JM0KE107100220956,Galleria Toyota,"70-84 Collier Road, Morley, WA",5,4,1997,4,56,16,200,153,1482,Mazda,CX-5,Maxx Sport (4X2),-31.900748,115.903642
2018,2018 Mitsubishi ASX ES (2WD) XC MY19,57262,24968,Continuous Variable,Suv,Front Wheel Drive,Unleaded Petrol,7.6,White,JMFXTGA2WKU008996,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,1998,4,63,16,197,148,1375,Mitsubishi,ASX,ES (2WD),-31.99962,115.9236
2015,2015 Ford Kuga Trend (awd) TF MK 2,104487,18350,Automatic,Suv,All Wheel Drive,Premium Unleaded Petrol,8.8,Silver,WF0AXXWPMAFU14002,Melville Hyundai Used,"170 Leach Highway, Myaree, WA",5,4,1999,4,60,16,345,239,1700,Ford,Kuga,Trend (awd),-32.046244,115.810445
2018,2018 Volkswagen Golf 110 TSI Comfortline AU MY18 Update,61785,24369,Automatic,Hatch,Front Wheel Drive,Premium Unleaded Petrol,5.4,Black,WVWZZZAUZJW302874,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,5,1395,4,50,16,250,148,1261,Volkswagen,Golf,110 TSI Comfortline,-31.99962,115.9236
2010,2010 Jaguar XF 3.0 V6 Luxury MY10,47387,27927,Automatic,Sedan,Rear Wheel Drive,Premium Unleaded Petrol,10.5,Red,SAJAC05H8BFR92819,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2967,6,69,24,293,235,1690,Jaguar,XF,3.0 V6 Luxury,-31.99962,115.9236
2019,2019 Volkswagen Golf GTI AU MY19,37983,43999,Automatic,Hatch,Front Wheel Drive,Premium Unleaded Petrol,6.7,White,WVWZZZAUZKW156445,John Hughes Used Cars Welshpool,"170 Welshpool Road, Welshpool, WA",5,5,1984,4,50,16,370,242,1377,Volkswagen,Golf,GTI,-31.995227,115.938215
2020,2020 Subaru Outback 2.5I AWD MY20,59405,36999,Continuous Variable,Suv,All Wheel Drive,Unleaded Petrol,7.3,White,JF2BSDKY2LG130534,John Hughes Used Cars Welshpool,"170 Welshpool Road, Welshpool, WA",5,4,2498,4,60,16,235,173,1568,Subaru,Outback,2.5I AWD,-31.995227,115.938215
2013,2013 Jeep Wrangler Unlimited Sport (4X4) JK MY13,215185,23990,Automatic,Suv,Four Wheel Drive,Diesel,8.8,Silver,1C4HJWK58DL613225,Wangara Motors,"25 Prindiville Drive, Wangara, WA",5,4,2776,4,85,16,460,198,2105,Jeep,Wrangler,Unlimited Sport (4X4),-31.79038,115.81869
2015,2015 Audi Q3 2.0 TDI Quattro (110KW) 8U MY15,121250,23998,Automatic,Suv,All Wheel Drive,Diesel,5.2,White,WAUZZZ8U3FR047436,Gardner Passenger,"1324 Albany Highway, Cannington, WA",5,4,1968,4,64,16,340,148,1585,Audi,Q3,2.0 TDI Quattro (110KW),-32.0166894,115.9322155
2014,2014 Toyota Corolla Ascent Sport ZRE182R,103108,21500,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,6.6,Silver,JTNKU3JE00J073237,Scarboro Toyota,"297 Scarborough Beach Road, Osborne Park, WA",5,5,1798,4,50,16,173,139,1310,Toyota,Corolla,Ascent Sport,-31.91454,115.824791
2021,2021 MG ZS Excite AZS1 MY21,6253,24999,Automatic,Suv,Front Wheel Drive,Unleaded Petrol,7.1,White,LSJW74C96MZ122689,Auto Market WA,"4 Chokolich Street, Wangara, WA",5,4,1498,4,48,16,150,113,1255,MG,ZS,Excite,-31.79018,115.81566
2017,2017 Mazda 2 NEO DJ MY16,57875,21990,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,5.5,Grey,MM0DJ2HAA0W307736,Wanneroo Mazda,"6/10 Pembroke Road, Wangara, WA",5,5,1496,4,44,16,139,106,1045,Mazda,2,NEO,-31.7976992,115.8175131
2006,2006 Hyundai Santa FE SLX (4X4) CM MY07,292531,5990,Automatic,Suv,Four Wheel Drive,Unleaded Petrol,10.6,White,KMHSH81DR6U051839,Zai Motors,"1042 Albany Highway, Saint James, WA",5,4,2656,6,75,24,248,186,1845,Hyundai,Santa FE,SLX (4X4),-31.996515,115.914741
2016,2016 Volkswagen Passat 206TSI R-Line 3C MY17,89215,34999,Other,Wagon,All Wheel Drive,Premium Unleaded Petrol,7.4,Blue,WVWZZZ3CZHE044757,Motorline WA,"1770 Albany Highway, Kenwick, WA",5,4,1984,4,66,16,350,277,1639,Volkswagen,Passat,206TSI R-Line,-32.0432,115.973391
2022,2022 Mazda CX-5 Maxx Sport (fwd) CX5K,7080,40488,Automatic,Suv,Front Wheel Drive,Unleaded Petrol,6.9,Red,JM0KF2WLA00791121,Parkland Mazda,"1287 Albany Highway, Cannington, WA",5,4,1997,4,56,16,200,155,1559,Mazda,CX-5,Maxx Sport (fwd),-32.0141528,115.9274436
