Year model,Car Spec,Kilometres,Price,Transmission,Body type,Drive type,Fuel type,Fuel consumption per 100km,Colour ext,VIN,Dealer,Address,Seating capacity,Doors,CC,Number of cylinders,Fuel tank capacity,Valve gear type,Maximum torque,Maximum power (kW),Kerb weight,Make,Model,Variant,lat,lon
2018,2018 Jeep Compass Limited (4X4) M6 MY18,60800,27888,Automatic,Suv,4x4,Unleaded Petrol,9.7,White,MCANJRCB4JFA18390,Osborne Park CJD used,"474 Scarborough Beach Road, Osborne Park, WA",5,4,2359,4,60,16,229 @ 3900 RPM,129 @ 6400 RPM,1503,Jeep,Compass,Limited (4X4),-31.90425,115.80696
2016,2016 Honda CR-V VTI (4X2) 30 Series 2,145224,18990,Manual,Suv,Front Wheel Drive,Unleaded Petrol,7.8,White,MRHRM1740HP060064,Wangara Motors,"25 Prindiville Drive, Wangara, WA",5,4,1997,4,58,16,190 @ 4300 RPM,114 @ 6500 RPM,1488,Honda,CR-V,VTI (4X2),-31.79038,115.81869
2015,2015 Kia Sportage Platinum (awd) SL Series 2 MY15,102410,24999,Automatic,Suv,All Wheel Drive,Diesel,7.2,White,U5YPC813SFL751492,John Hughes Used Cars Welshpool,"170 Welshpool Road, Welshpool, WA",5,4,1995,4,55,16,392 @ 1800 RPM,135 @ 4000 RPM,1705,Kia,Sportage,Platinum (awd),-31.995227,115.938215
2013,2013 Jeep Patriot Sport (4X2) MK MY12,132030,11888,Manual,Suv,Rear Wheel Drive,Premium Unleaded Petrol,7.6,Grey,1C4NJPDA4DD119943,My Ride Now,"3/7 Bessemer Way, Wangara, WA",5,4,1998,4,51,16,190 @ 5100 RPM,115 @ 6300 RPM,1570,Jeep,Patriot,Sport (4X2),-31.7969108,115.8212101
2006,2006 Ford Focus CL LS,113488,7999,Manual,Hatch,Front Wheel Drive,Unleaded Petrol,8.0,Red,AFADXXMJDD6L00412,Wangara Motors,"25 Prindiville Drive, Wangara, WA",5,5,1999,4,55,16,185 @ 4500 RPM,107 @ 6000 RPM,1278,Ford,Focus,CL,-31.79038,115.81869
2022,2022 Suzuki Baleno GL Series II,26054,22998,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,5.4,White,MBHEWB52S00845226,Gardner Passenger,"1324 Albany Highway, Cannington, WA",5,4,1373,4,37,16,130 @ 4000 RPM,68 @ 6000 RPM,915,Suzuki,Baleno,GL,-32.0166894,115.9322155
2018,2018 Toyota Hilux SR (4X4) GUN126R MY17,103992,48988,Automatic,Ute tray,4x4,Diesel,8.5,White,MR0KA3CDX01306589,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2753,4,80,16,450 @ 1600 RPM,130 @ 3400 RPM,1955,Toyota,Hilux,SR (4X4),-31.99962,115.9236
2019,2019 Hyundai I30 Active PD2 MY20,54936,23999,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,7.4,White,KMHH351EMLU120381,John Hughes Used Cars Wangara,"8/10 Prindiville Drive, Wangara, WA",5,4,1999,4,50,16,203 @ 4700 RPM,120 @ 6200 RPM,1276,Hyundai,I30,Active,-31.79166,115.81549
2016,2016 Hyundai Tucson Active R-Series (fwd) TL,192344,19900,Automatic,Suv,All Wheel Drive,Diesel,6.8,White,TMAJ281ASHJ307064,Webb Auto Sales,"76 Division Street, Welshpool, WA",5,4,1995,4,62,16,400 @ 1750 RPM,136 @ 4000 RPM,1622,Hyundai,Tucson,Active R-Series (fwd),-31.987188,115.935923
2020,2020 Mitsubishi ASX ES (2WD) XD MY20,70566,24990,Continuous Variable,Suv,Front Wheel Drive,Unleaded Petrol,7.6,White,JMFXTGA2WMU002505,AUS Vehicle Sales - Bassendean,"324 Collier Road, Bassendean, WA",5,4,1999,4,63,16,197 @ 4200 RPM,110 @ 6000 RPM,1380,Mitsubishi,ASX,ES (2WD),-31.906315,115.932176
2001,2001 Holden Commodore SS VX,234384,16990,Automatic,Sedan,Rear Wheel Drive,Unleaded Petrol,13.5,Red,6H8VXK69F1L702861,Motor Mall WA,"41 Buckingham Drive, Wangara, WA",5,4,5665,8,75,16,460 @ 4400 RPM,225 @ 5200 RPM,1602,Holden,Commodore,SS,-31.78645,115.81995
2016,2016 Volkswagen Golf GTI AU MY16,86762,32937,Other,Hatch,Front Wheel Drive,Premium Unleaded Petrol,6.2,White,WVWZZZAUZGW338953,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,5,1984,4,50,16,350 @ 1500 RPM,162 @ 4500 RPM,1324,Volkswagen,Golf,GTI,-31.99962,115.9236
2014,2014 Hyundai I30 Active 1.6 Crdi GD MY14,132993,13990,Manual,Hatch,Front Wheel Drive,Diesel,4.5,White,KMHD251ULEU210184,Range Ford,"1888 Albany Highway, Maddington, WA",5,5,1582,4,53,16,260 @ 1900 RPM,94 @ 4000 RPM,1310,Hyundai,I30,Active 1.6 Crdi,-32.054412,115.987817
2007,2007 Ford Focus CL LS,131622,7990,Automatic,Sedan,Front Wheel Drive,Unleaded Petrol,8.0,Blue,AFACXXMJDC7U00167,BUCKINGHAM DRIVE AUTOS,"24 Buckingham Drive, Wangara, WA",5,4,1999,4,55,16,185 @ 4500 RPM,107 @ 6000 RPM,1292,Ford,Focus,CL,-31.78741,115.81759
2012,2012 Suzuki Grand Vitara (4X4) JB MY08 Upgrade,134711,21998,Manual,Suv,4x4,Unleaded Petrol,8.9,Grey,JSAJTDA4V00252498,Gardner Commercials,"1308 Albany Highway, Cannington, WA",5,4,2393,4,66,16,225 @ 4000 RPM,122 @ 6000 RPM,1567,Suzuki,Grand Vitara,(4X4),-32.015497,115.931154
2014,2014 Mazda CX-9 Luxury (fwd) MY14,165637,19990,Other,Suv,Front Wheel Drive,Unleaded Petrol,11.0,Grey,JM0TB10A5E0414540,Capital Automotive group,"8 Parkland Road, Osborne Park, WA",7,4,3726,6,76,24,366 @ 4250 RPM,204 @ 6250 RPM,1966,Mazda,CX-9,Luxury (fwd),-31.91667,115.817585
2014,2014 Kia Optima SI TF MY15,113100,16988,Automatic,Sedan,Front Wheel Drive,Unleaded Petrol,7.9,White,KNAGN417ME5469333,Regent,"4 Hocking Road, KINGSLEY, WA",5,4,2359,4,70,16,250 @ 4250 RPM,148 @ 6300 RPM,1475,Kia,Optima,SI,-31.80094,115.81669
2021,2021 Volkswagen Polo 70TSI Trendline AW MY21,39495,22998,Other,Hatch,Front Wheel Drive,Premium Unleaded Petrol,5.0,White,WVWZZZAWZMU063367,Gardner Passenger,"1324 Albany Highway, Cannington, WA",5,5,999,3,40,12,175 @ 2000 RPM,70 @ 5000 RPM,1104,Volkswagen,Polo,70TSI Trendline,-32.0166894,115.9322155
2019,2019 Toyota HiAce Commuter TRH223R MY16,22735,62990,Automatic,Other,Rear Wheel Drive,Unleaded Petrol,10.9,White,JTFSX22P406205173,Big Rock Toyota used,"445 Wanneroo Road, Balcatta, WA",14,3,2694,4,70,16,243 @ 4000 RPM,118 @ 5200 RPM,1800,Toyota,HiAce,Commuter,-31.86697,115.82846
2012,2012 Holden Commodore SV6 Thunder VE II MY12,236921,15999,Automatic,Ute tray,Rear Wheel Drive,Unleaded Petrol,9.8,White,6G1EK4E39CL659204,Auto Market WA,"4 Chokolich Street, Wangara, WA",2,2,3565,6,71,24,350 @ 2900 RPM,210 @ 6400 RPM,1671,Holden,Commodore,SV6 Thunder,-31.79018,115.81566
2003,2003 Ford Falcon XR8 BA,235952,21990,Manual,Ute tray,Rear Wheel Drive,Unleaded Petrol,12.5,Blue,6FPAAAJGCM3T21908,DNA CAR SALES,"16 Baretta Road, Wangara, WA",2,2,5408,8,80,32,500 @ 4250 RPM,260 @ 5250 RPM,1800,Ford,Falcon,XR8,-31.79241,115.82027
2020,2020 Mitsubishi Outlander ES 7 Seat (2WD) ZL MY21,64220,28990,Other,Suv,Front Wheel Drive,Unleaded Petrol,7.2,White,JMFXTGF8WLZ012560,AUS Vehicle Sales - Bassendean,"324 Collier Road, Bassendean, WA",7,4,2360,4,63,16,220 @ 4200 RPM,124 @ 6000 RPM,1515,Mitsubishi,Outlander,ES 7 Seat (2WD),-31.906315,115.932176
2014,2014 Hyundai I20 Active PB MY14,62000,12999,Manual,Hatch,Front Wheel Drive,Unleaded Petrol,5.3,Red,MALBB51CLFM678255,John Hughes Group - Auto Warehouse,"Albany Highway, Victoria Park, WA",5,5,1396,4,45,16,136 @ 4200 RPM,73 @ 5500 RPM,1110,Hyundai,I20,Active,47.431768,-122.227996
2012,2012 Hyundai I30 Active GD,97673,17999,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,6.9,White,KMHD251EMDU028573,John Hughes Group - Auto Warehouse,"Albany Highway, Victoria Park, WA",5,5,1797,4,53,16,178 @ 4700 RPM,110 @ 6500 RPM,1240,Hyundai,I30,Active,47.431768,-122.227996
2006,2006 Subaru Outback 3.0R MY06,210648,9985,Other,Suv,All Wheel Drive,Premium Unleaded Petrol,10.9,Grey,JF2BPEKUA6G042121,Auto Planet WA,"468 Albany Highway, Victoria Park, WA",5,4,3000,6,64,24,297 @ 4200 RPM,180 @ 6600 RPM,1540,Subaru,Outback,3.0R,47.4558162,-122.20913610939236
2013,2013 Jeep Grand Cherokee Laredo (4X4) WK MY14,169632,17990,Automatic,Suv,4x4,Premium Unleaded Petrol,10.4,Black,1C4RJEEG2EC218292,Motor Mall WA,"41 Buckingham Drive, Wangara, WA",5,4,3604,6,93,24,347 @ 4300 RPM,210 @ 6350 RPM,2191,Jeep,Grand Cherokee,Laredo (4X4),-31.78645,115.81995
2014,2014 Ford Focus Ambiente LW MK2 Upgrade,138869,10990,Manual,Sedan,Front Wheel Drive,Unleaded Petrol,6.2,Red,MPB2XXMXB2EL57349,Uppill Place Car Disposal Centre,"77 Buckingham Drive, Wangara, WA",5,4,1596,4,55,16,159 @ 4000 RPM,92 @ 6300 RPM,1339,Ford,Focus,Ambiente,-31.78773,115.82755
2018,2018 Hyundai Tucson Active X (fwd) TL MY18,84286,27999,Automatic,Suv,Front Wheel Drive,Unleaded Petrol,7.9,White,KMHJ3814MJU734932,John Hughes Used Cars Welshpool,"170 Welshpool Road, Welshpool, WA",5,4,1999,4,62,16,203 @ 4700 RPM,121 @ 6200 RPM,1530,Hyundai,Tucson,Active X (fwd),-31.995227,115.938215
2012,2012 Jeep Grand Cherokee Limited (4X4) WK,250871,12990,Automatic,Suv,All Wheel Drive,Diesel,8.3,Blue,1C4RJFFMXDC556760,Uppill Place Car Disposal Centre,"77 Buckingham Drive, Wangara, WA",5,4,2987,6,93,24,550 @ 1800 RPM,177 @ 4000 RPM,2191,Jeep,Grand Cherokee,Limited (4X4),-31.78773,115.82755
2018,2018 Porsche 718 Cayman 982 MY18,37289,109900,Manual,Coupe,Rear Wheel Drive,Premium Unleaded Petrol,7.4,White,WP0ZZZ98ZJK253644,Porsche Centre Perth used,"101 Stirling Highway, Nedlands, WA",2,2,1988,4,54,16,380 @ 1950 RPM,220 @ 6500 RPM,1303,Porsche,718,Cayman,-31.97905425,115.80173020000001
2020,2020 Mitsubishi Outlander ES 7 Seat (2WD) ZL MY21,49282,29990,Other,Suv,Front Wheel Drive,Unleaded Petrol,7.2,Grey,JMFXTGF8WLZ011555,AUS Vehicle Sales - Bassendean,"324 Collier Road, Bassendean, WA",7,4,2360,4,63,16,220 @ 4200 RPM,124 @ 6000 RPM,1515,Mitsubishi,Outlander,ES 7 Seat (2WD),-31.906315,115.932176
2014,2014 Mitsubishi Triton GLX (4X4) MN MY14 Update,250865,17990,Other,Ute tray,4x4,Diesel,8.1,White,MMAJNKB40ED011202,Capital Automotive group,"8 Parkland Road, Osborne Park, WA",5,4,2477,4,75,16,400 @ 2000 RPM,131 @ 4000 RPM,1905,Mitsubishi,Triton,GLX (4X4),-31.91667,115.817585
2014,2014 Jeep Compass North (4X2) MK MY14,175284,13990,Automatic,Suv,Rear Wheel Drive,Premium Unleaded Petrol,8.3,Black,1C4NJCHA5FD102526,Zai Motors,"1042 Albany Highway, Saint James, WA",5,4,1998,4,50,16,190 @ 5100 RPM,115 @ 6300 RPM,1437,Jeep,Compass,North (4X2),-31.996515,115.914741
2014,2014 Hyundai I30 Trophy GD MY14,93146,17999,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,7.1,Silver,KMHD351EMEU173399,John Hughes Group - Auto Warehouse,"Albany Highway, Victoria Park, WA",5,5,1797,4,53,16,175 @ 4700 RPM,107 @ 6500 RPM,1240,Hyundai,I30,Trophy,47.431768,-122.227996
2010,2010 Subaru Liberty Exiga Premium MY10,228659,9990,Continuous Variable,Wagon,All Wheel Drive,Premium Unleaded Petrol,8.6,White,JF1YA9K92AG002517,Prindiville Car Sales,"1/38 Prindiville Drive, Wangara, WA",6,4,2457,4,65,16,229 @ 4000 RPM,123 @ 5600 RPM,1568,Subaru,Liberty,Exiga Premium,-31.79155,115.82158
2013,2013 Ford Ranger XLT 3.2 HI-Rider (4X2) PX,286582,15990,Automatic,Ute tray,Rear Wheel Drive,Diesel,8.9,Blue,MNAUMFF50DW189304,Value My Car,"133 Welshpool Road, Welshpool, WA",5,4,3198,5,80,20,470 @ 1500 RPM,147 @ 3000 RPM,2052,Ford,Ranger,XLT 3.2 HI-Rider (4X2),-31.995224,115.932444
2022,2022 Mazda CX-8 Touring (fwd) CX8D,4352,49990,Automatic,Suv,Front Wheel Drive,Unleaded Petrol,8.1,Grey,JM0KG2WLA00361139,Osborne Park Mazda used,"430 Scarborough Beach Road, Osborne Park, WA",7,4,2488,4,72,16,252 @ 4000 RPM,140 @ 6000 RPM,1782,Mazda,CX-8,Touring (fwd),-31.90779,115.81192
2005,2005 Ford Territory Ghia (4X4) SX,154987,7990,Other,Suv,All Wheel Drive,Unleaded Petrol,13.1,Other,6FPAAAJGAT5C24488,MT Lawley Motors P/L,"391 Guildford Road, Bayswater, WA",5,4,3984,6,75,24,380 @ 3250 RPM,182 @ 5000 RPM,2100,Ford,Territory,Ghia (4X4),-31.92562,115.90992
2010,2010 Toyota Kluger KX-R (4X4) 7 Seat GSU45R,224224,14990,Automatic,Suv,4x4,Unleaded Petrol,11.0,Grey,JTEES41A102168230,Uppill Place Car Disposal Centre,"77 Buckingham Drive, Wangara, WA",7,4,3456,6,72,24,337 @ 4700 RPM,201 @ 6200 RPM,2020,Toyota,Kluger,KX-R (4X4) 7 Seat,-31.78773,115.82755
2019,2019 Kia Carnival S YP PE MY19,108575,30998,Automatic,Wagon,Front Wheel Drive,Unleaded Petrol,11.6,White,KNAMB811MK6504493,Gardner Passenger,"1324 Albany Highway, Cannington, WA",8,4,3342,6,80,24,336 @ 5200 RPM,206 @ 6000 RPM,2048,Kia,Carnival,S,-32.0166894,115.9322155
2013,2013 Holden Commodore SV6 VF,158902,19990,Automatic,Wagon,Rear Wheel Drive,Unleaded Petrol,9.8,Silver,6G1FB8E38EL915119,Wangara Motors,"25 Prindiville Drive, Wangara, WA",5,4,3565,6,73,24,350 @ 2900 RPM,210 @ 6400 RPM,1684,Holden,Commodore,SV6,-31.79038,115.81869
2014,2014 Jeep Grand Cherokee Blackhawk WK MY14,170000,22888,Automatic,Suv,4x4,Premium Unleaded Petrol,10.4,Silver,1C4RJFEG7EC556485,Volkswagen Osborne Park used,"435 Scarborough Beach Road, Osborne Park, WA",5,4,3604,6,93,24,347 @ 4300 RPM,210 @ 6350 RPM,2191,Jeep,Grand Cherokee,Blackhawk,-31.90835,115.8103
2003,2003 Mercedes-Benz ML350 (4X4) W163,250800,8990,Other,Suv,4x4,Unleaded Petrol,18.6,Black,WDC1631572A445537,Wangara Motors,"25 Prindiville Drive, Wangara, WA",5,4,3724,6,83,18,346 @ 4100 RPM,175 @ 5650 RPM,2185,Mercedes-Benz,ML350,(4X4),-31.79038,115.81869
2016,2016 Toyota Corolla Ascent Sport ZRE182R MY15,77100,23999,Other,Hatch,Front Wheel Drive,Unleaded Petrol,6.1,Red,JTNKU3JE30J520093,John Hughes Used Cars Wangara,"8/10 Prindiville Drive, Wangara, WA",5,5,1798,4,50,16,173 @ 4000 RPM,103 @ 6400 RPM,1310,Toyota,Corolla,Ascent Sport,-31.79166,115.81549
2012,2012 Suzuki Swift GL FZ,140807,12488,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,6.2,Silver,JSAFZC82S00124311,CarPlace,"7 Sobek Pass, Bibra Lake, WA",5,5,1372,4,42,16,130 @ 4000 RPM,70 @ 6000 RPM,1045,Suzuki,Swift,GL,-32.094655,115.814641
2015,2015 Hyundai I30 SR Premium GD3 Series 2,88601,22999,Manual,Hatch,Front Wheel Drive,Unleaded Petrol,7.3,Red,KMHD351HLHU328542,John Hughes Used Cars Wangara,"8/10 Prindiville Drive, Wangara, WA",5,5,1999,4,50,16,201 @ 4700 RPM,124 @ 6500 RPM,1260,Hyundai,I30,SR Premium,-31.79166,115.81549
2019,2019 BMW X1 Xdrive 25I F48 MY19,55703,48990,Automatic,Suv,All Wheel Drive,Premium Unleaded Petrol,6.6,Black,WBAJG92060EM15163,Auto Classic,"48 Burswood Road, Burswood, WA",5,4,1998,4,61,16,350 @ 1250 RPM,170 @ 5000 RPM,1549,BMW,X1,Xdrive 25I,-31.968413,115.89234
2021,2021 Kia Picanto GT-Line (pe) JA MY21,27267,21999,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,5.8,Black,KNAB3512MNT895371,Town of Cars,"4 Christian Court, Bayswater, WA",5,5,1248,4,35,16,122 @ 4000 RPM,62 @ 6000 RPM,995,Kia,Picanto,GT-Line (pe),-31.90887,115.91621
2018,2018 Renault Trafic LWB X82 MY17 Update,85001,42975,Manual,Other,Front Wheel Drive,Diesel,6.2,White,VF11FL112J0777271,Purely commercials Bibra Lake,"3 Salpietro Street, Bibra Lake, WA",3,4,1595,4,80,16,340 @ 1500 RPM,103 @ 3500 RPM,1736,Renault,Trafic,LWB,-32.11556,115.79544
2012,2012 Volvo XC60 D4 DZ MY13,120265,17998,Other,Suv,All Wheel Drive,Diesel,6.9,White,YV1DZ8850D2375124,Gardner Passenger,"1324 Albany Highway, Cannington, WA",5,4,1984,5,70,20,400 @ 2500 RPM,120 @ 3500 RPM,1912,Volvo,XC60,D4,-32.0166894,115.9322155
2018,2018 Toyota Kluger GX (4X4) GSU55R MY17,196735,27990,Automatic,Suv,All Wheel Drive,Unleaded Petrol,9.5,Silver,5TDBZ3FH40S925262,Twinstar Autos,"69 Beechboro Road South, Bayswater, WA",7,4,3456,6,72,24,350 @ 4700 RPM,218 @ 6200 RPM,2005,Toyota,Kluger,GX (4X4),-31.91024,115.91379
2014,2014 Suzuki Swift GL FZ,77103,14999,Manual,Hatch,Front Wheel Drive,Unleaded Petrol,5.5,Blue,JSAFZC82S00301991,John Hughes Group - Auto Warehouse,"Albany Highway, Victoria Park, WA",5,5,1372,4,42,16,130 @ 4000 RPM,70 @ 6000 RPM,1025,Suzuki,Swift,GL,47.431768,-122.227996
2015,2015 Ford Ranger XLT 3.2 (4X4) PX Mkii,103871,37998,Automatic,Ute tray,4x4,Diesel,9.0,White,MNAUMFF50FW461927,Southside Mitsubishi used,"1261 Albany Highway, Cannington, WA",5,4,3198,5,80,20,470 @ 1500 RPM,147 @ 3000 RPM,2159,Ford,Ranger,XLT 3.2 (4X4),-32.012637,115.926416
2010,2010 Land Rover Discovery 4 2.7 TDV6 MY10,170853,29990,Automatic,Suv,4x4,Diesel,10.2,Grey,SALLAAA13AA515725,Wangara Motors,"25 Prindiville Drive, Wangara, WA",5,4,2720,6,82,24,440 @ 1900 RPM,140 @ 4000 RPM,2486,Land Rover,Discovery 4,2.7 TDV6,-31.79038,115.81869
2011,2011 Audi Q5 3.0 TDI Quattro 8R MY11,212649,14990,Other,Suv,All Wheel Drive,Diesel,7.5,Other,WAUZZZ8R9BA060874,Aberdeen Auto Auctions,"527 Newcastle Street, West Perth, WA",5,4,2967,6,75,24,500 @ 1500 RPM,176 @ 4000 RPM,1795,Audi,Q5,3.0 TDI Quattro,-31.941255,115.848861
2015,2015 Jeep Patriot Sport (4X2) MK MY16,136300,16990,Continuous Variable,Suv,Rear Wheel Drive,Premium Unleaded Petrol,8.2,Grey,1C4NJPDA7FD112939,Galleria Toyota,"70-84 Collier Road, Morley, WA",5,4,1998,4,51,16,190 @ 5100 RPM,115 @ 6300 RPM,1570,Jeep,Patriot,Sport (4X2),-31.900748,115.903642
2012,2012 Toyota Kluger KX-R (fwd) 7 Seat GSU40R MY11 Upgrade,275893,14999,Automatic,Suv,Front Wheel Drive,Unleaded Petrol,11.0,Grey,JTEDS41A602117978,The Car Guys,"1143 Albany Highway, Bentley, WA",7,4,3456,6,72,24,337 @ 4700 RPM,201 @ 6200 RPM,1930,Toyota,Kluger,KX-R (fwd) 7 Seat,-32.00236,115.91905
2018,2018 Ford Ranger XL 3.2 (4X4) PX Mkii MY18,115649,37975,Automatic,Ute tray,4x4,Diesel,8.8,White,MPBUMEF50JX156303,Purely commercials Bibra Lake,"3 Salpietro Street, Bibra Lake, WA",5,4,3198,5,80,20,470 @ 1500 RPM,147 @ 3000 RPM,1938,Ford,Ranger,XL 3.2 (4X4),-32.11556,115.79544
2011,2011 Holden Commodore SS-V VE II,189474,24999,Manual,Sedan,Rear Wheel Drive,Premium Unleaded Petrol,14.6,Blue,6G1EP5E2XBL568777,Auto Market WA,"4 Chokolich Street, Wangara, WA",5,4,5967,8,73,16,530 @ 4400 RPM,270 @ 5700 RPM,1731,Holden,Commodore,SS-V,-31.79018,115.81566
2013,2013 Honda Civic VTI-L Series 2 Upgrade,182564,13990,Automatic,Sedan,Front Wheel Drive,Unleaded Petrol,6.7,Grey,MRHFB2660CP011201,Scarboro Toyota,"297 Scarborough Beach Road, Osborne Park, WA",5,4,1798,4,57,16,174 @ 4200 RPM,104 @ 6500 RPM,1245,Honda,Civic,VTI-L,-31.91454,115.824791
2013,2013 Mazda BT-50 XTR (4X4),168000,29990,Automatic,Ute tray,4x4,Diesel,9.2,Grey,MM0UP0YF100185341,DNA CAR SALES,"16 Baretta Road, Wangara, WA",5,4,3196,5,80,20,470 @ 1750 RPM,147 @ 3000 RPM,2086,Mazda,BT-50,XTR (4X4),-31.79241,115.82027
2013,2013 Toyota Yaris YR NCP130R,87545,13999,Manual,Hatch,Front Wheel Drive,Unleaded Petrol,5.7,Other,JTDKW3D330D529688,John Hughes Group - Auto Warehouse,"Albany Highway, Victoria Park, WA",5,3,1299,4,42,16,121 @ 4400 RPM,63 @ 6000 RPM,1035,Toyota,Yaris,YR,47.431768,-122.227996
2006,2006 Toyota Landcruiser Prado GXL (4X4) KZJ120R,365000,19990,Automatic,Suv,4x4,Diesel,12.6,Silver,JTEBY29J900046575,DNA CAR SALES,"16 Baretta Road, Wangara, WA",8,4,2982,4,180,8,343 @ 2000 RPM,96 @ 3600 RPM,2200,Toyota,Landcruiser Prado,GXL (4X4),-31.79241,115.82027
2019,2019 Kia Carnival S YP PE MY20,118080,29998,Automatic,Wagon,Front Wheel Drive,Unleaded Petrol,10.8,White,KNAMB811MK6571706,Gardner Passenger,"1324 Albany Highway, Cannington, WA",8,4,3342,6,80,24,336 @ 5200 RPM,206 @ 6000 RPM,2048,Kia,Carnival,S,-32.0166894,115.9322155
2020,2020 Mitsubishi Outlander ES 7 Seat (2WD) ZL MY20,81750,28999,Continuous Variable,Suv,Front Wheel Drive,Unleaded Petrol,7.2,White,JMFXTGF8WLZ010403,John Hughes Used Cars Welshpool,"170 Welshpool Road, Welshpool, WA",7,4,2360,4,63,16,220 @ 4200 RPM,124 @ 6000 RPM,1410,Mitsubishi,Outlander,ES 7 Seat (2WD),-31.995227,115.938215
2005,2005 Subaru Forester X MY05,248819,8990,Automatic,Suv,All Wheel Drive,Unleaded Petrol,10.0,Silver,JF2SG9KR55G052596,Prindiville Car Sales,"1/38 Prindiville Drive, Wangara, WA",5,4,2457,4,60,16,223 @ 3600 RPM,112 @ 5600 RPM,1385,Subaru,Forester,X,-31.79155,115.82158
2017,2017 Hyundai Elantra Active 2.0 MPI AD MY18,110163,20950,Automatic,Sedan,Front Wheel Drive,Unleaded Petrol,7.2,Silver,KMHD841FMJU554514,Morley City Hyundai,"101 Broun Avenue, Morley, WA",5,4,1999,4,50,16,192 @ 4000 RPM,112 @ 6200 RPM,1355,Hyundai,Elantra,Active 2.0 MPI,-31.902026,115.904008
2014,2014 Mazda 6 Touring 6C MY14 Upgrade,104033,21990,Automatic,Wagon,Front Wheel Drive,Diesel,5.4,Red,JM0GJ102100136517,Buy Right Motors WA,"24 Automotive Drive, Wangara, WA",5,4,2191,4,62,16,420 @ 2000 RPM,129 @ 4500 RPM,1561,Mazda,6,Touring,-31.794357,115.817341
2018,2018 Toyota Hilux SR (4X4) GUN126R MY17,106949,42990,Automatic,Ute tray,4x4,Diesel,8.5,White,MR0KA3CD801214610,AUS Vehicle Sales - Bassendean,"324 Collier Road, Bassendean, WA",5,4,2753,4,80,16,450 @ 1600 RPM,130 @ 3400 RPM,1955,Toyota,Hilux,SR (4X4),-31.906315,115.932176
2012,2012 Holden Cruze SRI V JH MY12,167014,9989,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,6.9,White,6G1PE6E83DL808313,R & K Wholesale,"37 Rockingham Road, Hamilton Hill, WA",5,5,1364,4,60,16,200 @ 1850 RPM,103 @ 4900 RPM,1402,Holden,Cruze,SRI V,-32.08184,115.7682
2014,2014 Ford Falcon XR6T FG X,154964,34921,Other,Sedan,Rear Wheel Drive,Unleaded Petrol,12.4,Other,6FPAAAJGSWEB71495,Next Ride,"464 Canning Highway, Como, WA",5,4,3984,6,68,24,533 @ 3250 RPM,270 @ 6000 RPM,1770,Ford,Falcon,XR6T,-32.00604,115.8597
2017,2017 Mitsubishi Triton GLS (4X4) Sports EDT MQ MY17,88138,37888,Manual,Ute tray,4x4,Diesel,7.2,Black,MMAJYKL10HH026167,Paceway Mitsubishi used,"384 Scarborough Beach Road, Osborne Park, WA",5,4,2440,4,75,16,430 @ 2500 RPM,133 @ 3500 RPM,1950,Mitsubishi,Triton,GLS (4X4) Sports EDT,-31.91151,115.81708
2008,2008 Lexus GS300 Sport Luxury GRS190R,134987,17990,Other,Sedan,Rear Wheel Drive,Premium Unleaded Petrol,9.8,Grey,JTHBH96S405062291,MT Lawley Motors P/L,"391 Guildford Road, Bayswater, WA",5,4,2995,6,71,24,310 @ 3500 RPM,183 @ 6200 RPM,1620,Lexus,GS300,Sport Luxury,-31.92562,115.90992
2007,2007 Subaru Impreza WRX (awd) MY08,265360,11985,Manual,Hatch,All Wheel Drive,Premium Unleaded Petrol,10.7,Black,JF1GHEKD38G008293,Auto Planet WA,"468 Albany Highway, Victoria Park, WA",5,5,2457,4,60,16,320 @ 2800 RPM,169 @ 5200 RPM,1395,Subaru,Impreza,WRX (awd),47.4558162,-122.20913610939236
2018,2018 Hyundai I30 Premium PD2 Update,57719,26999,Other,Hatch,Front Wheel Drive,Unleaded Petrol,7.4,Grey,KMHH351EMJU067028,Southside Mitsubishi used,"1261 Albany Highway, Cannington, WA",5,4,1999,4,50,16,203 @ 4700 RPM,120 @ 6200 RPM,1382,Hyundai,I30,Premium,-32.012637,115.926416
2016,2016 Toyota Kluger GX (4X2) GSU50R,169467,24990,Automatic,Suv,Front Wheel Drive,Unleaded Petrol,10.2,Silver,5TDZK3FH60S159893,Buy Right Motors WA,"24 Automotive Drive, Wangara, WA",7,4,3456,6,72,24,337 @ 4700 RPM,201 @ 6200 RPM,1935,Toyota,Kluger,GX (4X2),-31.794357,115.817341
